profile_image_url_https,screen_name,name,full_text,note_tweet_text,tweeted_at,tweet_url,Author,Username,Text,Date,URL,Avatar,Category
https://pbs.twimg.com/profile_images/1734292069030457344/5v5nrfQy_normal.jpg,EstebanCervi,Esteban Cervi,"Es el mejor momento para emprender en tecnología. No es necesario ni tener dinero ni ser brillante, con ser perseverante y tener 2 milímetros de ambición ya es suficiente. La mayoría de la gente cree que la única opción es estudiar 10 años y después trabajar de 9 a 18hs y si","Es el mejor momento para emprender en tecnología. No es necesario ni tener dinero ni ser brillante, con ser perseverante y tener 2 milímetros de ambición ya es suficiente. La mayoría de la gente cree que la única opción es estudiar 10 años y después trabajar de 9 a 18hs y si emprendes hay que invertir mucho dinero y tiempo. El tiempo al principio si pero hoy con Claude Code o Codex podes clonar cualquier empresa que funcione en el mundo y vender lo mismo pero mas barato a otro mercado que conozcas más. El que quiere ser un vago seguirá siendo vago el que quiere llorar seguirá llorando pero el que quiere crear necesita Claude code $20 al mes y un dominio y hosting de $60 al año en Neolo o donde quiera y después animarse a vender caminando, llamando o escribiendo. Si no entendes algo le preguntas a la misma IA o miras tutoriales en youtube: ni siquiera necesitas pagar para aprender. Se paga con ambición y perseverancia que es el bien escaso que pocos tienen. Podrías cobrar mucho menos que una empresa porque tu estructura de costos es chica y además estás haciéndolo solo e ir mejorando más rápido el producto. Antes esto mismo costaba decenas de miles de dólares y meses hasta tener algo decente funcionando. Si conseguís 100 clientes a $20 al mes ya son $2.000 al mes, los primeros son los más difíciles, 300 clientes a $20 al mes ya son $6.000 al mes ya sos el 3% con mas ingresos del mundo. Es hoy, en unos años ya será tarde.",2026-08-20T11:56:11.000Z,https://x.com/EstebanCervi/status/2090407547744251920,Esteban Cervi,EstebanCervi,"Es el mejor momento para emprender en tecnología. No es necesario ni tener dinero ni ser brillante, con ser perseverante y tener 2 milímetros de ambición ya es suficiente. La mayoría de la gente cree que la única opción es estudiar 10 años y después trabajar de 9 a 18hs y si emprendes hay que invertir mucho dinero y tiempo. El tiempo al principio si pero hoy con Claude Code o Codex podes clonar cualquier empresa que funcione en el mundo y vender lo mismo pero mas barato a otro mercado que conozcas más. El que quiere ser un vago seguirá siendo vago el que quiere llorar seguirá llorando pero el que quiere crear necesita Claude code $20 al mes y un dominio y hosting de $60 al año en Neolo o donde quiera y después animarse a vender caminando, llamando o escribiendo. Si no entendes algo le preguntas a la misma IA o miras tutoriales en youtube: ni siquiera necesitas pagar para aprender. Se paga con ambición y perseverancia que es el bien escaso que pocos tienen. Podrías cobrar mucho menos que una empresa porque tu estructura de costos es chica y además estás haciéndolo solo e ir mejorando más rápido el producto. Antes esto mismo costaba decenas de miles de dólares y meses hasta tener algo decente funcionando. Si conseguís 100 clientes a $20 al mes ya son $2.000 al mes, los primeros son los más difíciles, 300 clientes a $20 al mes ya son $6.000 al mes ya sos el 3% con mas ingresos del mundo. Es hoy, en unos años ya será tarde.",2026-08-20 11:56:11+00:00,https://x.com/EstebanCervi/status/2090407547744251920,https://pbs.twimg.com/profile_images/1734292069030457344/5v5nrfQy_normal.jpg,AI
https://pbs.twimg.com/profile_images/2086818239410065408/-pP625IU_normal.jpg,akazana_,akz,"A petición de @KangoInversor he añadido el Inductive Reasoning \n\ngratis para todos, podéis ir a la web y probarlo ya\n\nhe puesto max 50 preguntas en 6 mins pero igual me he quedado un poco corto  \n\ndecidme por aquí si me ganáis y si debería añadir más https://t.co/X3t0Wfdc8R",,2026-08-20T10:56:41.000Z,https://x.com/akazana_/status/2090392572980019352,akz,akazana_,"A petición de @KangoInversor he añadido el Inductive Reasoning \n\ngratis para todos, podéis ir a la web y probarlo ya\n\nhe puesto max 50 preguntas en 6 mins pero igual me he quedado un poco corto  \n\ndecidme por aquí si me ganáis y si debería añadir más https://t.co/X3t0Wfdc8R",2026-08-20 10:56:41+00:00,https://x.com/akazana_/status/2090392572980019352,https://pbs.twimg.com/profile_images/2086818239410065408/-pP625IU_normal.jpg,Tech
https://pbs.twimg.com/profile_images/2056719506785927168/ol1lqm8b_normal.jpg,pidotdev,Pi,"A harness turns a model into an agent. At it’s core it provides 4 things:\n\n- a system prompt\n- tools\n- an agentic loop \n- a translation layer across models \n\nNew blog post from Earendil co-founder @colindaymond on what a harness is, and how you can own yours. Full post below https://t.co/8ficU3Q3xV",,2026-08-20T12:30:00.000Z,https://x.com/pidotdev/status/2090416055273542141,Pi,pidotdev,"A harness turns a model into an agent. At it’s core it provides 4 things:\n\n- a system prompt\n- tools\n- an agentic loop \n- a translation layer across models \n\nNew blog post from Earendil co-founder @colindaymond on what a harness is, and how you can own yours. Full post below https://t.co/8ficU3Q3xV",2026-08-20 12:30:00+00:00,https://x.com/pidotdev/status/2090416055273542141,https://pbs.twimg.com/profile_images/2056719506785927168/ol1lqm8b_normal.jpg,AI
https://pbs.twimg.com/profile_images/2084036640062709760/Lgb1uAdK_normal.jpg,cangri2k5,🎄Zukaarimoto Zukirinkutoku🎄,"A mí el último CTO que me escribió para un puesto, era en un principio Frontend con React, acabé haciendo Frontend, Backend con PHP y Clojure, migración de la plataforma de PHP a Clojure de un server chusto a AWS, sincronización con el ERP, sincronización con la plataforma de","A mí el último CTO que me escribió para un puesto, era en un principio Frontend con React, acabé haciendo Frontend, Backend con PHP y Clojure, migración de la plataforma de PHP a Clojure de un server chusto a AWS, sincronización con el ERP, sincronización con la plataforma de pagos y automatización del marketing\n\nCuando me fui al cuarto mes, tuvo que contratar a 3 más xD",2026-08-20T12:26:46.000Z,https://x.com/cangri2k5/status/2090415240689136002,🎄Zukaarimoto Zukirinkutoku🎄,cangri2k5,"A mí el último CTO que me escribió para un puesto, era en un principio Frontend con React, acabé haciendo Frontend, Backend con PHP y Clojure, migración de la plataforma de PHP a Clojure de un server chusto a AWS, sincronización con el ERP, sincronización con la plataforma de pagos y automatización del marketing\n\nCuando me fui al cuarto mes, tuvo que contratar a 3 más xD",2026-08-20 12:26:46+00:00,https://x.com/cangri2k5/status/2090415240689136002,https://pbs.twimg.com/profile_images/2084036640062709760/Lgb1uAdK_normal.jpg,Programming
https://pbs.twimg.com/profile_images/2045176588094849024/ZM4HwvdK_normal.jpg,0xJokker,Jokker,DEEPSEEK ACABA DE MATAR TODA LA INDUSTRIA DEL CODING AGENT\n\nSe llama deepseek-harness\n\nEs el framework mas completo para crear agentes de codigo\n\nOpen source. El plan mas completo de Claude cuesta $200 al mes. Esto es GRATIS\n\nY viene con una idea brutal\n\nTodo es un plugin\n\nEl https://t.co/UmLl3NUDO2,"DEEPSEEK ACABA DE MATAR TODA LA INDUSTRIA DEL CODING AGENT\n\nSe llama deepseek-harness\n\nEs el framework mas completo para crear agentes de codigo\n\nOpen source. El plan mas completo de Claude cuesta $200 al mes. Esto es GRATIS\n\nY viene con una idea brutal\n\nTodo es un plugin\n\nEl modelo\nLas tools\nEl sandbox\nLa UI\nHasta el propio loop del agente\n\nPuedes cambiar cualquiera de esas piezas solo modificando la configuracion\n\nSin tocar el codigo base\n\nUn solo comando y tienes la interfaz web local:\n\nnpx @deepseek-ai/dsh web\n\nCompatible con DeepSeek, Claude, GPT, Gemini y lo que quieras enchufar\n\nLlego a mas de 160 mil estrellas en pocos dias\n\nUn laboratorio frontier acaba de soltar gratis la capa exacta que otras empresas estan vendiendo como producto premium\n\nTe dejo el repo en los comentarios",2026-08-19T14:41:03.000Z,https://x.com/0xJokker/status/2090086649262641637,Jokker,0xJokker,"DEEPSEEK ACABA DE MATAR TODA LA INDUSTRIA DEL CODING AGENT\n\nSe llama deepseek-harness\n\nEs el framework mas completo para crear agentes de codigo\n\nOpen source. El plan mas completo de Claude cuesta $200 al mes. Esto es GRATIS\n\nY viene con una idea brutal\n\nTodo es un plugin\n\nEl modelo\nLas tools\nEl sandbox\nLa UI\nHasta el propio loop del agente\n\nPuedes cambiar cualquiera de esas piezas solo modificando la configuracion\n\nSin tocar el codigo base\n\nUn solo comando y tienes la interfaz web local:\n\nnpx @deepseek-ai/dsh web\n\nCompatible con DeepSeek, Claude, GPT, Gemini y lo que quieras enchufar\n\nLlego a mas de 160 mil estrellas en pocos dias\n\nUn laboratorio frontier acaba de soltar gratis la capa exacta que otras empresas estan vendiendo como producto premium\n\nTe dejo el repo en los comentarios",2026-08-19 14:41:03+00:00,https://x.com/0xJokker/status/2090086649262641637,https://pbs.twimg.com/profile_images/2045176588094849024/ZM4HwvdK_normal.jpg,AI
https://pbs.twimg.com/profile_images/2088232789791412224/uWytSIbi_normal.jpg,BuiltNotGiven_,BuiltNotGiven,"Muchos no entienden por qué hoy en día, aun con la revolución de la IA, sigue habiendo bastantes chavales jóvenes que quieren meterse en IB.\n\nOs lo explico. Hablemos de sueldos en IB en Madrid.\n\nA continuación, los sueldos de Analista 1 (primera posición full-time que se tiene en","Muchos no entienden por qué hoy en día, aun con la revolución de la IA, sigue habiendo bastantes chavales jóvenes que quieren meterse en IB.\n\nOs lo explico. Hablemos de sueldos en IB en Madrid.\n\nA continuación, los sueldos de Analista 1 (primera posición full-time que se tiene en cualquier banco/boutique), que tendría alguien de entre 23-25 años.\n\nMatices y comentarios:\n\n1. En todos estos sitios se curran muchas horas (60-80 semanales). Como en todo, hay bastante variabilidad entre bancos/boutiques y equipos, pero en Madrid la media suele ser entrar a currar sobre las 10 y salir entre las 23-1am. En momentos de bastante curro eso sube, y salir a las 2/3/4am de la oficina no es extraño. Obviamente, cuanto más bajas en la escalera de compensación, más baja el número de horas trabajadas.\n\n2. En los números que daré estoy agrupando muchos bancos/boutiques, para tampoco ser muy específico, con lo que puede haber variaciones de 5k arriba/abajo, y alguno que incluso esté mal ubicado, pero es una guía general para que la gente se haga una idea de los números que se mueven.\n\n3. Los bonus sí que son tremendamente variables y dependen mucho del performance de cada persona y del resultado del año del banco/boutique, con lo que aquí cogedlo con pinzas. Nunca vienen por contrato, y la teoría suele decir que cada 3 años aprox., por los ciclos de mercado, te puede caer un 0 de bonus.\n\n3. Aparte de los € que cobras, hay cosas adicionales, como que en casi todos los sitios te pagan cenas + taxis para volver a casa, y en algunos sitios hasta la comida. Esto puede ser mucha pasta a final de año. Esto no aplica a Big4.\n\n4. Si vas performeando bien, cada año vas subiendo de rango (analista 2,3…) y te van subiendo el base unos 5-10k. El % de bonus sobre base tb crece. Cuando saltas de categoría (analista —> asociado —> VP) los saltos son más bestias (15k).\n\nTier 1/2/3: €80k base + 30-70% bonus = €104k - €136k\n\nTier 4/5/6/7: €60k base + 30-60% bonus = €78k - €96k\n\nAZ / Alantra: €50k base + 30-70% bonus = €65k - €85k\n\nArcano / DC + resto bancos nacionales = €40k base + 30-50% bonus = €52k - €60k\n\nBig4 / Otras boutiques = €35k base + 25-50% bonus = €44k - €53k",2026-08-20T11:32:11.000Z,https://x.com/BuiltNotGiven_/status/2090401507787022649,BuiltNotGiven,BuiltNotGiven_,"Muchos no entienden por qué hoy en día, aun con la revolución de la IA, sigue habiendo bastantes chavales jóvenes que quieren meterse en IB.\n\nOs lo explico. Hablemos de sueldos en IB en Madrid.\n\nA continuación, los sueldos de Analista 1 (primera posición full-time que se tiene en cualquier banco/boutique), que tendría alguien de entre 23-25 años.\n\nMatices y comentarios:\n\n1. En todos estos sitios se curran muchas horas (60-80 semanales). Como en todo, hay bastante variabilidad entre bancos/boutiques y equipos, pero en Madrid la media suele ser entrar a currar sobre las 10 y salir entre las 23-1am. En momentos de bastante curro eso sube, y salir a las 2/3/4am de la oficina no es extraño. Obviamente, cuanto más bajas en la escalera de compensación, más baja el número de horas trabajadas.\n\n2. En los números que daré estoy agrupando muchos bancos/boutiques, para tampoco ser muy específico, con lo que puede haber variaciones de 5k arriba/abajo, y alguno que incluso esté mal ubicado, pero es una guía general para que la gente se haga una idea de los números que se mueven.\n\n3. Los bonus sí que son tremendamente variables y dependen mucho del performance de cada persona y del resultado del año del banco/boutique, con lo que aquí cogedlo con pinzas. Nunca vienen por contrato, y la teoría suele decir que cada 3 años aprox., por los ciclos de mercado, te puede caer un 0 de bonus.\n\n3. Aparte de los € que cobras, hay cosas adicionales, como que en casi todos los sitios te pagan cenas + taxis para volver a casa, y en algunos sitios hasta la comida. Esto puede ser mucha pasta a final de año. Esto no aplica a Big4.\n\n4. Si vas performeando bien, cada año vas subiendo de rango (analista 2,3…) y te van subiendo el base unos 5-10k. El % de bonus sobre base tb crece. Cuando saltas de categoría (analista —> asociado —> VP) los saltos son más bestias (15k).\n\nTier 1/2/3: €80k base + 30-70% bonus = €104k - €136k\n\nTier 4/5/6/7: €60k base + 30-60% bonus = €78k - €96k\n\nAZ / Alantra: €50k base + 30-70% bonus = €65k - €85k\n\nArcano / DC + resto bancos nacionales = €40k base + 30-50% bonus = €52k - €60k\n\nBig4 / Otras boutiques = €35k base + 25-50% bonus = €44k - €53k",2026-08-20 11:32:11+00:00,https://x.com/BuiltNotGiven_/status/2090401507787022649,https://pbs.twimg.com/profile_images/2088232789791412224/uWytSIbi_normal.jpg,Finance
https://pbs.twimg.com/profile_images/1663193042227023873/QJ9zFms3_normal.jpg,maxifirtman,Maximiliano Firtman,"Vibe coding gratuito en Replit usando GPT-5.6 Luna, el modelo más chiquito de la línea GPT de OpenAI.",,2026-08-19T16:28:16.000Z,https://x.com/maxifirtman/status/2090113628418564356,Maximiliano Firtman,maxifirtman,"Vibe coding gratuito en Replit usando GPT-5.6 Luna, el modelo más chiquito de la línea GPT de OpenAI.",2026-08-19 16:28:16+00:00,https://x.com/maxifirtman/status/2090113628418564356,https://pbs.twimg.com/profile_images/1663193042227023873/QJ9zFms3_normal.jpg,AI
https://pbs.twimg.com/profile_images/2085658043056820224/6-oyamJw_normal.jpg,Gonzalo_stba,Gonzalo,"A todos los que os interese el mundillo de los Search Funds, este libro que recomienda aquí Don Torres es literalmente la biblia de esto. \n\nEs un modelo muy interesante, long story short, es como un Private Equity pero más pequeño y mucho más hands-on\n\nLa mejor manera de","A todos los que os interese el mundillo de los Search Funds, este libro que recomienda aquí Don Torres es literalmente la biblia de esto. \n\nEs un modelo muy interesante, long story short, es como un Private Equity pero más pequeño y mucho más hands-on\n\nLa mejor manera de entenderlo es leyendo este libro, aunque aviso que el modelo ha evolucionado bastante y sobretodo en España ahora es algo más sofisticado. Pero como base está genial!",2026-08-19T10:56:31.000Z,https://x.com/Gonzalo_stba/status/2090030143297229067,Gonzalo,Gonzalo_stba,"A todos los que os interese el mundillo de los Search Funds, este libro que recomienda aquí Don Torres es literalmente la biblia de esto. \n\nEs un modelo muy interesante, long story short, es como un Private Equity pero más pequeño y mucho más hands-on\n\nLa mejor manera de entenderlo es leyendo este libro, aunque aviso que el modelo ha evolucionado bastante y sobretodo en España ahora es algo más sofisticado. Pero como base está genial!",2026-08-19 10:56:31+00:00,https://x.com/Gonzalo_stba/status/2090030143297229067,https://pbs.twimg.com/profile_images/2085658043056820224/6-oyamJw_normal.jpg,Finance
https://pbs.twimg.com/profile_images/2089817681138454528/FjZsNsyi_normal.jpg,mroscardev,MrOscarDev,"Programar bien con IA ya no va solo de elegir el mejor modelo.\nVa de construir el sistema correcto alrededor del agente.\n\nContexto, reglas, memoria, herramientas y validación.\nEsto es Harness Engineering. ↓ https://t.co/hjhao6pBEo",,2026-08-17T08:02:40.000Z,https://x.com/mroscardev/status/2089261615392686183,MrOscarDev,mroscardev,"Programar bien con IA ya no va solo de elegir el mejor modelo.\nVa de construir el sistema correcto alrededor del agente.\n\nContexto, reglas, memoria, herramientas y validación.\nEsto es Harness Engineering. ↓ https://t.co/hjhao6pBEo",2026-08-17 08:02:40+00:00,https://x.com/mroscardev/status/2089261615392686183,https://pbs.twimg.com/profile_images/2089817681138454528/FjZsNsyi_normal.jpg,AI
https://pbs.twimg.com/profile_images/2085658043056820224/6-oyamJw_normal.jpg,Gonzalo_stba,Gonzalo,"@_HMPhysics_ Merece la pena hacerlo si te mola dejar procesos largos todo el día y si no quieres que se te llene el ordenador de mierda. \n\npero hay que ser disciplinado desde el día uno con el sistema de carpetas que montes en el server\n\nyo estoy muy contento, ya lo estoy usando","Merece la pena hacerlo si te mola dejar procesos largos todo el día y si no quieres que se te llene el ordenador de mierda. \n\npero hay que ser disciplinado desde el día uno con el sistema de carpetas que montes en el server\n\nyo estoy muy contento, ya lo estoy usando constantemente y es una gozada meter un propt al portatil, irme a dormir y tener la seguridad de que mñn por la mñan estará listo. \n\nSi lo quieres hacer y como yo no sabes de software. ni hardware, lo ideal es ir poco a poco fon un buen modelo, le pegas una chapa larguísima de exactamente qué buscas y que él te haga el planning. Luego vas bloque a bloque y importantísimo, despues de cada bloque lanzas un agente con ojos frescos que intente buscarle las cosquillas a lo que has hecho. Así se pillan muchíismos fallos \n\nLo demás es paciencia, tokens y disciplina de dejar todo registrado en mds para que los agentes no se pierdan y entiendan bien qué has ido haciendo \n\nSi te interesa, en breve haré un hilo exlpicando ocmo lo hice yo",2026-08-19T21:47:36.000Z,https://x.com/Gonzalo_stba/status/2090193991258030214,Gonzalo,Gonzalo_stba,"Merece la pena hacerlo si te mola dejar procesos largos todo el día y si no quieres que se te llene el ordenador de mierda. \n\npero hay que ser disciplinado desde el día uno con el sistema de carpetas que montes en el server\n\nyo estoy muy contento, ya lo estoy usando constantemente y es una gozada meter un propt al portatil, irme a dormir y tener la seguridad de que mñn por la mñan estará listo. \n\nSi lo quieres hacer y como yo no sabes de software. ni hardware, lo ideal es ir poco a poco fon un buen modelo, le pegas una chapa larguísima de exactamente qué buscas y que él te haga el planning. Luego vas bloque a bloque y importantísimo, despues de cada bloque lanzas un agente con ojos frescos que intente buscarle las cosquillas a lo que has hecho. Así se pillan muchíismos fallos \n\nLo demás es paciencia, tokens y disciplina de dejar todo registrado en mds para que los agentes no se pierdan y entiendan bien qué has ido haciendo \n\nSi te interesa, en breve haré un hilo exlpicando ocmo lo hice yo",2026-08-19 21:47:36+00:00,https://x.com/Gonzalo_stba/status/2090193991258030214,https://pbs.twimg.com/profile_images/2085658043056820224/6-oyamJw_normal.jpg,AI
